Pr_Address,Pr_Created,Pr_Tx_Count,Pr_Liquidity_USD,Pr_Liquidity_ETH,Pr_Token0_Name,Pr_Token1_Name,Pr_Token0_Ticker,Pr_Token1_Ticker,Pr_Token0_Decimals,Pr_Token1_Decimals,Pr_Token0_Reserve,Pr_Token1_Reserve,Pr_Token0_Swapped,Pr_Token1_Swapped,Pr_Token0forToken1,Pr_Token1forToken0,All_Token0_Trade_Volume,All_Token0_Trade_Volume_USD,All_Token0_Txs,All_Token0_Liquidity,All_Token0_Price_ETH,All_Token1_Trade_Volume,All_Token1_Trade_Volume_USD,All_Token1_Txs,All_Token1_Liquidity,All_Token1_Price_ETH,Reported
0x6C6afcbd8E6af2158EAE3b0001D1431bFe2ef352,2021-02-25T09:04:35Z,1,5002.642251713041,3.128040892540255,MuskCoin,Tether USD,MUSK,USDT,18,6,50000000,5000,0,0,10000,1e-4,0,0,1,50000000,0,16269792187.425917,14967913531.113785,3117270,224462044.064679,6.258646565145743e-4,TRUE
0x62ddc3170dFA6434d9FF5bbb3924BD2f0EB50c99,2021-02-25T09:17:22Z,1,0.12058578376133713,7.6e-5,ENTE,Wrapped Ether,ENTE,WETH,8,18,1,7.6e-5,0,0,13157.894736842105,7.6e-5,0,0,1,1,0,157287965.88213617,93344854007.81265,28634857,1102723.5509425504,1,TRUE
0x7bC48FE8657325C7Cc9527d7C4941C517B0d041D,2021-02-25T09:40:44Z,1,317900.37974592013,200,AntiMatter,Wrapped Ether,MATTER,WETH,18,18,3200000,200,0,0,16000,6.25e-5,0,0,1,3200000,0,157297100.7009124,93359028972.9426,28636800,1101955.5807589677,1,TRUE
0xD8e5082bb6179fA368D89F5aA468202A11A825ef,2021-02-25T10:33:56Z,1,1085.982319256446,0.68,Wrapped Ether,UBICITY,WETH,CITY,18,18,0.68,1600,0,0,4.25e-4,2352.9411764705883,157330970.46322,93397366995.9147,28640797,1101229.992617733,1,0,0,1,1600,0,TRUE
0x528E8F345b1d472064EAc96C6106713A4953B49F,2021-02-25T10:54:12Z,2,650093.0786430683,404.32,Kylin Network,Wrapped Ether,KYL,WETH,18,18,3165910.7395211323,202.16,34089.26047886775,2.16,15660.421149194362,6.385524313e-5,34089.26047886775,3472.9942863796687,2,3165910.7395211323,6.385524313e-5,157337321.14511424,93407358681.74193,28642572,1100638.0558045504,1,TRUE
0x6E01dd67615EB1f6D97bD0ef7Da1f41B5a195bDC,2021-02-25T12:09:04Z,1,130303.88483876882,80,Fractal Protocol Token,Wrapped Ether,FCL,WETH,18,18,1300000,80,0,0,16250,6.153846153846154e-5,0,0,1,1300000,0,157360529.6686582,93443856688.0234,28648964,1100881.3246982028,1,TRUE
0xA8f4437917bE539903A792D03E6AacF7B2f48af9,2021-02-25T12:20:15Z,1,356134.5623120962,220,Fractal Protocol,Wrapped Ether,FCL,WETH,18,18,1950000,220,0,0,8863.636363636364,1.1282051282051281e-4,0,0,1,1950000,0,157364683.1873242,93450452961.08649,28649839,1102041.2083437964,1,TRUE
0x0510a76665C0eE6CBF982D352916BcE60Fd48db8,2021-02-25T14:29:45Z,6,220548.50048560606,134.79593453388594,PePe NFT,Tether USD,PEPE,USDT,18,6,90740.55666099665,110236.109241,9259.443339003354,10236.109241,0.8231473088606397,1.2148493826507811,9259.443339003354,0,6,90740.55666099665,7.427546154333092e-4,16297814520.934343,14995590401.703573,3120087,226017179.327837,6.109919182742394e-4,TRUE
0xD4D0997856558F85508e3a854e33A9FD04A59797,2021-02-25T17:25:13Z,1,401439.13519030873,250,Wrapped Ether,unido.us,WETH,UDO,18,18,250,10000000,0,0,2.5e-5,40000,157514498.0829182,93690014835.00343,28679839,1115034.883919201,1,0,0,1,10000000,0,TRUE
0x328e3DF7aeb2f5E9313E27dBE738305017c974E0,2021-02-25T17:41:17Z,1,399336.896171995,250,Publicmint.com,Wrapped Ether,MINT,WETH,18,18,5000000,250,0,0,20000,5e-5,0,0,1,5000000,0,157523234.15167648,93703496102.89406,28681623,1115031.1537663399,1,TRUE
0xC9e2edFeE4d25Acb365819e77051C3037A68f364,2021-02-25T19:03:00Z,12,673662.9533376056,427.31629854651874,LEVERAGE X,Wrapped Ether,LVGX,WETH,18,18,11661.557195941688,213.65814927325937,2504.2682455257586,46.25860266428929,54.5804465479436,0.018321579672705635,2504.2682455257586,72834.44082532838,12,11661.557195941688,0.018321579672705635,157566560.80060822,93770796846.05382,28690487,1117333.7969805363,1,TRUE
0x8E5Ebc66B2F1bF6De4007f564Fb9Fd03A48501C2,2021-02-25T19:19:54Z,1,157.757820343353,0.1,Materia,Wrapped Ether,GIL,WETH,18,18,1000,0.1,0,0,10000,1e-4,0,0,1,1000,0,157573753.10361564,93781925899.709,28692139,1117431.3369238582,1,TRUE
0xAE3B6b1189a26c591Cb33Ae1005e7eFdBd7f1fd3,2021-02-25T20:23:42Z,1,1.5732034038376137,0.001,Effectively be,Wrapped Ether,EBE,WETH,18,18,1,0.001,0,0,1000,0.001,0,0,1,1,0,157597522.27426097,93818658713.13367,28697894,1116740.7030471447,1,TRUE
0x9c4a6Aa47e0f4439BA0388C987F2ac5A74273323,2021-02-26T00:42:52Z,1,100.03136432850344,0.06849786223558821,DSBTC,USD//C,DSBTC,USDC,18,6,1,100,0,0,0.01,100,0,0,1,1,0,19412224967.43344,18374929849.280704,2815941,255511104.924105,6.863928189077418e-4,TRUE
0x4A425325d6D74Cc3C0Fd8081B4eae943426a87eC,2021-02-26T01:50:15Z,1,29.52530430290886,0.02,SampleToken,Wrapped Ether,TOK,WETH,18,18,30,0.02,0,0,1500,6.666666666666666e-4,0,0,1,30,0,157798544.41411033,94116365372.2313,28730074,1118491.1029447983,1,TRUE
0xb6D6BBeeBbBA248aeD6dc95C1Cc9e210F6dD03B5,2021-02-26T02:40:17Z,1,499.56064759770663,0.33704254946732753,3C COIN,Tether USD,3CT,USDT,18,6,500,500,0,0,1,1,0,0,1,500,0,16369716127.609306,15066929845.206947,3126977,223078826.500559,6.73195905698438e-4,TRUE
0x2e8ee5E13567Ca81F34E03a35d6f12Cbba249251,2021-02-26T03:24:23Z,1,14.78382576193807,0.01,Public Mint,Wrapped Ether,MINT,WETH,18,18,200,0.01,0,0,20000,5e-5,0,0,1,200,0,157832676.381439,94165673278.8199,28737077,1118790.7083755622,1,TRUE
0xA40bb1c47F6DD27142a2Bd7C93BFa98db9D1f5c5,2021-02-26T03:44:47Z,2,2043337.3181687112,1375.8696256448595,Mask Network,USD//C,MASK,USDC,18,6,74410.21460443536,1016616.80432,1232.7505955646354,16616.80432,0.0731939648137208,13.662328616095706,30602.59434726199,64820.73337161232,306,148483.18174463522,0.009284394910568455,19435364132.017445,18397905267.09243,2817657,257782919.366105,6.740231343608867e-4,TRUE
0x8b60abb05d0618B38f40A1e0f8F423BA11f2fa58,2021-02-26T04:33:48Z,1,30392.0639849709,20,Poseidon Foundation,Wrapped Ether,Poseidon,WETH,21,18,2,20,0,0,0.1,10,0,0,1,2,0,157850889.57613492,94192246735.21527,28741422,1115397.4779228538,1,TRUE
0x672c440AC5db834B527c04c669D36a3545c6C900,2021-02-26T05:10:33Z,0,0,0,Unido,Wrapped Ether,UDO,WETH,18,18,0,0,0,0,0,0,0,0,0,0,0,157862224.57407227,94208900073.40617,28743678,1116005.5531049077,1,TRUE
0x18298DeA72ea87941b902392901382c062A6339E,2021-02-26T05:15:47Z,0,0,0,Unido,Tether USD,UDO,USDT,18,6,0,0,0,0,0,0,0,0,0,0,0,16380497867.642067,15077678783.85763,3127913,223057336.620084,6.704541690962014e-4,TRUE
0x231062C2985966C101222923773e8ea96109A90B,2021-02-26T06:16:16Z,2,17534.487820680883,12,BallSwap,Wrapped Ether,BSP,WETH,18,18,9171252.292813074,6,1828747.7071869269,1,1528542.0488021788,6.542181818181819e-7,1828747.7071869269,0,2,9171252.292813074,6.542181818181819e-7,157903129.3054143,94268272771.09201,28749680,1117091.819791704,1,TRUE
0x5411f90CdF78B57255043927837DB0CCcB6a2503,2021-02-26T08:12:59Z,0,0,0,Unido,Tether USD,UDO,USDT,18,6,0,0,0,0,0,0,0,0,0,0,0,16407729058.829638,15104800703.333403,3129662,222000458.487905,6.960960755153319e-4,TRUE
0x67E0919978BFdC18993654a17636B6ba53775008,2021-02-26T08:23:15Z,0,0,0,Unido,Wrapped Ether,UDO,WETH,18,18,0,0,0,0,0,0,0,0,0,0,0,157990916.83985287,94392326879.95918,28759503,1118467.691901285,1,TRUE
0x4E9e73C0170f09e709573127c4AB02e57b868178,2021-02-26T08:23:54Z,1,99853.89178700677,69.1634,TOWER,Wrapped Ether,TOWER,WETH,18,18,100000000,69.1634,0,0,1445851.4185248266,6.91634e-7,0,0,1,100000000,0,157990916.83985287,94392326879.95918,28759503,1118467.691901285,1,TRUE
0xFe7444F63E0010A7208529608eb173760629483B,2021-02-26T08:53:03Z,1,196892.03236677748,135.4205245437386,TOWER,REVV,TOWER,REVV,18,18,100000000,761597,0,0,131.3030382210014,0.00761597,143943.8893148011,0,3,199856056.1106852,6.936324415138642e-7,1344099096.3928385,38706526.51134574,34423,13924785.437854676,8.699761756380156e-5,TRUE
0x142f50e65dB582194946cE9769C0640f5D498321,2021-02-26T09:48:39Z,1,4287.150963777243,2.912530734121846,MuskCoin,Tether USD,MUSK,USDT,18,6,100000,4287,0,0,23.326335432703523,0.04287,0,0,1,100000,0,16417229321.678165,15114232007.905235,3130472,224493839.490534,6.788462802057738e-4,TRUE
0x524AE259179691bD2D727cADA0E1AA4E365824E9,2021-02-26T11:01:40Z,1,4997.651989409865,3.368319790523855,DEAPCOIN,Tether USD,DEP,USDT,18,6,840000,5000,0,0,168,0.005952380952380952,0,0,1,840000,0,16422034834.172646,15118998176.337196,3131052,224888728.635879,6.73663958104771e-4,TRUE
0xBAc6461471954b79346b8e9815BCa025AA08A529,2021-02-26T11:52:24Z,1,131815.97886043557,90,Unido,Wrapped Ether,UDO,WETH,18,18,2637000,90,0,0,29300,3.4129692832764505e-5,0,0,1,2637000,0,158059688.19309938,94490499669.45686,28774240,1103350.4890505646,1,TRUE
0xfecF9fbA199Abaa913fC323013De1281818B6d87,2021-02-26T12:12:58Z,2,598833.3121353972,404.18,APYSwap,Wrapped Ether,APYS,WETH,18,18,1385564.2906037017,202.09,14435.709396298254,2.09,6856.174430222682,1.458539321275e-4,14435.709396298254,3096.5451589959425,2,1385564.2906037017,1.458539321275e-4,158066829.35173675,94500856817.02026,28775934,1101988.981422332,1,TRUE
0x520dC85FBb09bf0dd99e2E9fDE2d58a637d337Fc,2021-02-26T12:21:14Z,1,297036.1401026246,200,Public Mint,Wrapped Ether,MINT,WETH,18,18,2400000,200,0,0,12000,8.333333333333333e-5,0,0,1,2400000,0,158068752.713764,94503587590.9001,28776495,1101778.5844298475,1,TRUE
0x0337f94034Fb8801189fE0c6449cc6811d508357,2021-02-26T12:53:56Z,1,210.804032521985,0.1419620082776039,kompass,H10,KOMP,H10,18,18,10,30,0,0,0.3333333333333333,3,245501.46771315564,1825594.9123526863,7341,6246.096552262509,0.01419620082776039,0,0,1,30,0,TRUE
0x337b182f3cAfe0B3Ea6105A1816Aa369f3607885,2021-02-26T12:57:24Z,1,99.81191998136683,0.06716434958268303,IKOMP,Tether USD,IKOMP,USDT,18,6,1,100,0,0,0.01,100,0,0,1,1,0,16432566755.127863,15129477063.826136,3132102,224802236.275842,6.717558843363208e-4,TRUE
0x092E793AFe54366601Eb7eF7e63b6abB93EDB485,2021-02-26T13:08:20Z,0,0,0,Public Mint,Wrapped Ether,MINT,WETH,18,18,0,0,0,0,0,0,0,0,0,0,0,158089653.2561376,94534111008.99548,28780313,1103323.9344870322,1,TRUE
0xa15d162aa0b294c892769E7383700a0eaDA572Ce,2021-02-26T13:15:36Z,1,968.9032187732544,0.6607413865037527,IKOMP,HlandToken,IKOMP,HLAND,18,18,1,6,0,0,0.16666666666666666,6,0,0,2,2,0,14944.57124283428,10424387.820045037,13213,2013.3024843072508,0.11012356441729211,TRUE
0xd84358B128953A7Ee6Ef4f136a4Fcc39F58c2735,2021-02-26T13:56:07Z,2,755.2120868130069,0.5135614581516456,kompass,IKOMP,KOMP,IKOMP,18,18,35.0157133514605,1.4292180091264997,14.984286648539499,0.42921800912649977,24.499910529997575,0.04081647558572121,245743.44826821538,1825594.9123526863,7347,6196.096552262509,0.014666599906074025,0.9885201147236838,0,7,2.8699159035293156,0,TRUE
0xF91dC74570162c9268137605B2E27b7A8c20FC57,2021-02-26T15:30:13Z,1,129.17539738129028,0.08555555555555555,2gether,Wrapped Ether,2GT,WETH,18,18,2550,0.08555555555555555,0,0,29805.194805194806,3.355119825708061e-5,0,0,1,2550,0,158149298.18645552,94621461616.73372,28791228,1099723.747133609,1,TRUE
0xf93f42cA5FD15bdC7D09c4BB621337eE58A03335,2021-02-26T15:44:15Z,1,766805.42773977,500,Public Mint,Wrapped Ether,MINT,WETH,18,18,7350000,500,0,0,14700,6.802721088435374e-5,0,0,1,7350000,0,158155219.9022785,94630369641.61783,28792109,1099143.044475478,1,TRUE
0xb63a3D120e418F085269d73aA1b0C6A1712ec0be,2021-02-26T16:10:52Z,1,308421.5555226354,200,Public Mint,Wrapped Ether,Mint,WETH,18,18,3000000,200,0,0,15000,6.666666666666667e-5,0,0,1,3000000,0,158171855.5900156,94655418501.39545,28795153,1100080.273694374,1,TRUE
0x8b19E5d80A6148cb892875ce995e7c9bD2712A4a,2021-02-26T18:24:44Z,1,15180.201041261107,10,Wrapped Ether,RaLa Network,WETH,RALA,18,18,10,60000,0,0,1.6666666666666666e-4,6000,158258376.92729917,94786409411.9088,28809982,1096096.4168868861,1,0,0,1,60000,0,TRUE
0x5e138E42eA6d2eBB6c4cb8847BA08e2dF8B9DaF6,2021-02-26T18:25:28Z,1,133775.04368900743,88,Wrapped Ether,Monte Finance,WETH,MONTE,18,18,88,750,0,0,0.11733333333333333,8.522727272727273,158258553.5135584,94786656246.3979,28810102,1096099.4253156374,1,0,0,1,750,0,TRUE
0x4dB4b890e472d2b2ce5235Ff63c2015862f6A122,2021-02-26T18:33:23Z,2,264.9630104971443,0.17435673,Quasacoin,Wrapped Ether,QUA,WETH,18,18,82343.09997099769,0.17435673,61043.95360950764,0.07435673,472267.97595365375,2.1174418993383866e-6,340996.2026585744,0,12,533865.7581409463,0,158262187.27714923,94792040294.16664,28810809,1096098.635894542,1,TRUE
0xEC9233d9e63F138a7b333445790F4154A08D6681,2021-02-26T18:45:39Z,1,68572.09228558454,45,Vortex Defi,Wrapped Ether,VTX,WETH,18,18,1587500,45,0,0,35277.77777777778,2.8346456692913385e-5,0,0,1,1587500,0,158266823.21580285,94798924614.53177,28811924,1095832.118028014,1,TRUE
0xd2016d02CcE088E6a26eF8a43d57adF865cb9D00,2021-02-26T19:04:01Z,2,1661.211351360366,1.1,Wrapped Ether,FOTO,WETH,FOTO,18,18,1.1,7429.275068011582,0.1,740.6987242807547,1.4806289845644536e-4,6753.886425465074,158273231.17928532,94808333584.0723,28813508,1097323.1399228557,1,740.6987242807547,0,2,7429.275068011582,0,TRUE
0x3654BbfAEbf043e622a4D97edd87f3b4D0413318,2021-02-26T19:08:40Z,1,1463.0400379020627,0.9695509618660861,DIGIPHARM TOKEN,DNA,DPH,DNA,18,18,60168.3745846385,6016,0,0,10.001392051967835,0.09998608141786061,16829059.459875952,0,755,1906650.4175749868,8.164302061784284e-6,728847.3930477375,0,113,210780.99079204537,7.950767572980601e-5,TRUE
0x99Ab6cCfd5a873422B90FAAd3E6fdB98C1bB3417,2021-02-26T20:12:24Z,1,294.36010672223387,0.2,Advertise Coin,Wrapped Ether,ADCO,WETH,6,18,9803.92,0.2,0,0,49019.6,2.040000326400052e-5,0,0,1,9803.92,0,158320803.2615894,94864201225.45796,28819499,1102316.4077970409,1,TRUE
0xACf7f986b39B351ae210Da9886C003e01A18560C,2021-02-26T20:26:05Z,1,5787.312110234906,3.973622577851204,Dai Stablecoin,OverOneGold,DAI,OOG,18,18,5780,289000,0,0,0.02,50,11080072479.12636,11009735765.427221,1697165,111858498.44087812,6.871334894592803e-4,0,0,1,289000,0,TRUE
0x6a1bB9171e72C6B292c89d3009ba54295F3D2E4A,2021-02-26T20:51:28Z,1,1500.8721313704586,1.0283672208162684,Dai Stablecoin,DapCash,DAI,NKAP,18,18,1500,1500,0,0,1,1,11080178347.12338,11009841668.81923,1697175,111915019.21432987,6.859902773317458e-4,1179.5827586132136,0,28,503799.36330405355,0,TRUE
0xF5d11F5Ca2C9441e9ff8758aBf40b09179921B5b,2021-02-26T21:00:14Z,1,8993.164660155548,6.207514782316612,NiceCash DeFi-NFT Index,Tether USD,NC7,USDT,18,6,90,9000,0,0,0.01,100,0,0,1,90,0,16474852553.147738,15171517709.99857,3136397,224014934.693701,6.892134542405187e-4,TRUE
0xB9CB192b42fE777BAd5eb8E183DAf93591Da3c19,2021-02-26T21:27:36Z,2,876815.1945872203,602,CircleEx,Wrapped Ether,CX,WETH,18,18,14950315.119419795,301,49684.88058020512,1,49668.820994750145,2.0133354888888887e-5,49684.88058020512,1456.5036454937215,2,14950315.119419795,2.0133354888888887e-5,158347782.20706925,94902468829.5587,28826315,1103136.0945491728,1,TRUE
0xA12CeeEeD5C6454eFb56B1930b517963846f0E40,2021-02-26T21:46:14Z,1,1264.6281604284993,0.8693929750823411,ChainLink Token,Aave interest bearing LINK,LINK,aLINK,18,18,50,50,0,0,1,1,116439289.01360527,1786226261.5442212,291530,1647391.2188417448,0.017387859501646823,0,0,1,50,0,TRUE
0x2Cf235a33e94E90C9653ce39e4636f8C9828bbd5,2021-02-26T22:56:04Z,0,0,0,Monte.finance,Wrapped Ether,MNT,WETH,18,18,0,0,0,0,0,0,0,0,0,0,0,158391044.1486427,94962775130.81244,28835757,1104312.1002292614,1,TRUE
0xf2f98cBD5D84640A2C5CfDa5C996cd830067bc95,2021-02-26T22:57:11Z,4,42663.70136851701,29.944209924997793,Radicle,Wrapped Ether,RAD,WETH,18,18,1753.9106280412516,14.972104962498896,242.4384371724309,2.2278950375011033,117.14522656863059,0.008536412701495275,242.4384371724309,0,4,1753.9106280412516,0.008536412701495275,158391662.59174624,94963652598.38098,28835874,1104340.8088152527,1,TRUE
0x04dc6C12B2b33E09DCC8C7171063D45E0E589Fad,2021-02-26T23:10:23Z,0,0,0,Wrapped Ether,Monte.finance,WETH,MONTE,18,18,0,0,0,0,0,0,158399978.9904867,94975267512.59145,28837402,1103926.8387898963,1,0,0,0,0,0,TRUE
0xc3C0Cfb9cD39E345d7B4eC6279889312A3a43Ec7,2021-02-27T01:14:25Z,1,1621.807895596726,1.0870247955275305,NodeRunners,Seed Of The Universe,NDR,SOTU,18,18,5.01,0.0011,0,0,4554.545454545455,2.1956087824351298e-4,142223.565126283,4358985.400940985,5486,2471.6272147658765,0.10833683164993935,0.07210552122474737,0,187,0.07456452695909042,494.77933541939484,TRUE
0x54b22573aa381f985f86B9ce867960c2c67d3B7B,2021-02-27T02:56:34Z,2,537576.5364040767,360.84,Ethernity Chain,Wrapped Ether,ERN,WETH,18,18,3591644.6373586245,180.42,8355.36264137528,0.42,19907.13134551948,5.023325473888889e-5,8355.36264137528,625.7126296688622,2,3591644.6373586245,5.023325473888889e-5,158475140.6386814,95083172965.5998,28855061,1104668.7709546143,1,TRUE
0x07c3cef49BECaDD14917508Fa527B240EFb960F1,2021-02-27T03:20:34Z,1,904.3388059151343,0.6,Yearn Shiba Inu,Wrapped Ether,YSHIB,WETH,18,18,599999999999999,0.6,0,0,999999999999998.4,1.0000000000000017e-15,0,0,1,599999999999999,0,158503196.3248468,95110711829.5731,28856653,1104270.5033809114,1,TRUE
0x25C2aFF6491A0369Fe4d755b2e871517E817b333,2021-02-27T04:33:06Z,1,4501.137462497117,3,Cere Network,Wrapped Ether,CERE,WETH,18,18,150000,3,0,0,50000,2e-5,0,0,1,150000,0,158527180.55340415,95145755221.33481,28862239,1108937.0340966198,1,TRUE
